date,site_id,product_id,units_sold,revenue,discounts,returns,customer_id,sales_date,year,quarter,month,month_name,day,day_name
02-04-2024,XDP5,PRD10002,20,4844.84,764.83,3,CUST200026,2024-04-02,2024,2,4,April,2,Tuesday
03-04-2024,PS3Y,PRD10020,27,9001.49,1639.15,3,CUST200048,2024-04-03,2024,2,4,April,3,Wednesday
09-04-2024,8CGV,PRD10008,23,3122.03,463.83,0,CUST200025,2024-04-09,2024,2,4,April,9,Tuesday
09-04-2024,4CIY,PRD10070,38,11323.57,1275.45,1,CUST200048,2024-04-09,2024,2,4,April,9,Tuesday
17-04-2024,2VLP,PRD10019,44,10382.36,1096.84,3,CUST200040,2024-04-17,2024,2,4,April,17,Wednesday
17-04-2024,M5IG,PRD10052,12,4669.28,769.84,5,CUST200022,2024-04-17,2024,2,4,April,17,Wednesday
20-04-2024,5JSG,PRD10053,12,5619.39,311.6,3,CUST200001,2024-04-20,2024,2,4,April,20,Saturday
21-04-2024,CX19,PRD10024,49,14799.97,2230.62,1,CUST200041,2024-04-21,2024,2,4,April,21,Sunday
22-04-2024,A1WJ,PRD10073,42,4634.91,652.37,4,CUST200042,2024-04-22,2024,2,4,April,22,Monday
22-04-2024,AM14,PRD10045,40,19964.49,1820.43,0,CUST200036,2024-04-22,2024,2,4,April,22,Monday
24-04-2024,PKH1,PRD10017,46,8273.54,1001.61,3,CUST200026,2024-04-24,2024,2,4,April,24,Wednesday
25-04-2024,A11D,PRD10042,18,1435.46,151.01,3,CUST200031,2024-04-25,2024,2,4,April,25,Thursday
25-04-2024,8CGV,PRD10082,43,8727.03,1122.9,5,CUST200035,2024-04-25,2024,2,4,April,25,Thursday
27-04-2024,M5IG,PRD10076,20,3775.8,516.11,1,CUST200013,2024-04-27,2024,2,4,April,27,Saturday
27-04-2024,J7YH,PRD10052,22,8015.3,521.65,1,CUST200047,2024-04-27,2024,2,4,April,27,Saturday
28-04-2024,SEMC,PRD10064,24,3196.16,636.61,2,CUST200014,2024-04-28,2024,2,4,April,28,Sunday
30-04-2024,CXUL,PRD10036,5,1647.2,323.85,0,CUST200040,2024-04-30,2024,2,4,April,30,Tuesday
30-04-2024,PS3Y,PRD10059,44,17922.05,2840.5,3,CUST200019,2024-04-30,2024,2,4,April,30,Tuesday
01-05-2024,ZYTJ,PRD10056,27,6815.89,549.38,4,CUST200012,2024-05-01,2024,2,5,May,1,Wednesday
01-05-2024,M5K8,PRD10011,42,12414.53,1617.28,5,CUST200000,2024-05-01,2024,2,5,May,1,Wednesday
02-05-2024,OTOH,PRD10017,34,4063.82,401.33,5,CUST200036,2024-05-02,2024,2,5,May,2,Thursday
02-05-2024,PS3Y,PRD10064,13,3833.66,277.86,2,CUST200016,2024-05-02,2024,2,5,May,2,Thursday
05-05-2024,MYZY,PRD10010,6,1363.8,220.51,2,CUST200010,2024-05-05,2024,2,5,May,5,Sunday
05-05-2024,58KX,PRD10069,33,13116.77,1654.59,0,CUST200023,2024-05-05,2024,2,5,May,5,Sunday
05-05-2024,EIMV,PRD10099,42,8225.18,883.62,4,CUST200039,2024-05-05,2024,2,5,May,5,Sunday
08-05-2024,A1WJ,PRD10059,44,11806.64,817.61,4,CUST200002,2024-05-08,2024,2,5,May,8,Wednesday
09-05-2024,5JSG,PRD10098,41,10544.22,1720.47,4,CUST200036,2024-05-09,2024,2,5,May,9,Thursday
09-05-2024,7EEQ,PRD10081,26,5054.12,860.03,5,CUST200037,2024-05-09,2024,2,5,May,9,Thursday
10-05-2024,4ZKL,PRD10017,34,6668.62,647.91,2,CUST200041,2024-05-10,2024,2,5,May,10,Friday
12-05-2024,HOCN,PRD10077,10,515.27,47.02,5,CUST200004,2024-05-12,2024,2,5,May,12,Sunday
12-05-2024,GDPP,PRD10056,43,9611.66,1355.83,3,CUST200022,2024-05-12,2024,2,5,May,12,Sunday
14-05-2024,I3QK,PRD10082,12,465.46,72.68,3,CUST200044,2024-05-14,2024,2,5,May,14,Tuesday
15-05-2024,CX19,PRD10039,26,12994.95,2051.0,4,CUST200000,2024-05-15,2024,2,5,May,15,Wednesday
26-05-2024,A1WJ,PRD10064,15,7106.99,401.58,5,CUST200001,2024-05-26,2024,2,5,May,26,Sunday
28-05-2024,PKH1,PRD10084,27,8509.4,1620.49,0,CUST200028,2024-05-28,2024,2,5,May,28,Tuesday
29-05-2024,NY20,PRD10008,31,7290.34,760.43,4,CUST200000,2024-05-29,2024,2,5,May,29,Wednesday
29-05-2024,SEMC,PRD10002,21,2152.48,413.58,3,CUST200030,2024-05-29,2024,2,5,May,29,Wednesday
31-05-2024,4CIY,PRD10099,17,6084.95,500.1,4,CUST200043,2024-05-31,2024,2,5,May,31,Friday
31-05-2024,0T0P,PRD10012,26,5177.52,1025.24,4,CUST200024,2024-05-31,2024,2,5,May,31,Friday
31-05-2024,5JSG,PRD10068,26,7119.95,1133.34,1,CUST200025,2024-05-31,2024,2,5,May,31,Friday
31-05-2024,NY20,PRD10096,31,14226.89,2195.83,5,CUST200043,2024-05-31,2024,2,5,May,31,Friday
02-06-2024,93TY,PRD10045,43,20284.92,2301.13,5,CUST200012,2024-06-02,2024,2,6,June,2,Sunday
02-06-2024,GDPP,PRD10057,16,1401.94,80.74,3,CUST200015,2024-06-02,2024,2,6,June,2,Sunday
03-06-2024,58KX,PRD10019,20,1980.71,194.9,5,CUST200004,2024-06-03,2024,2,6,June,3,Monday
06-06-2024,PS3Y,PRD10007,38,18208.83,2444.58,5,CUST200011,2024-06-06,2024,2,6,June,6,Thursday
06-06-2024,EXQ7,PRD10068,46,6000.84,802.96,5,CUST200027,2024-06-06,2024,2,6,June,6,Thursday
06-06-2024,XDP5,PRD10047,33,9556.56,935.28,3,CUST200014,2024-06-06,2024,2,6,June,6,Thursday
10-06-2024,PKH1,PRD10036,31,10977.55,777.42,5,CUST200016,2024-06-10,2024,2,6,June,10,Monday
11-06-2024,ID25,PRD10041,16,372.46,40.05,3,CUST200008,2024-06-11,2024,2,6,June,11,Tuesday
13-06-2024,HOCN,PRD10091,21,7820.73,1400.82,3,CUST200013,2024-06-13,2024,2,6,June,13,Thursday
16-06-2024,PS3Y,PRD10093,39,10659.88,710.78,2,CUST200018,2024-06-16,2024,2,6,June,16,Sunday
16-06-2024,2VLP,PRD10065,9,1596.81,226.68,1,CUST200027,2024-06-16,2024,2,6,June,16,Sunday
17-06-2024,30T9,PRD10057,7,2864.85,503.09,5,CUST200043,2024-06-17,2024,2,6,June,17,Monday
19-06-2024,7EEQ,PRD10061,15,6400.38,656.15,4,CUST200014,2024-06-19,2024,2,6,June,19,Wednesday
20-06-2024,OTOH,PRD10090,45,14674.32,2480.76,4,CUST200047,2024-06-20,2024,2,6,June,20,Thursday
21-06-2024,VUZZ,PRD10018,39,13473.82,1559.27,1,CUST200038,2024-06-21,2024,2,6,June,21,Friday
23-06-2024,AM14,PRD10058,42,6026.46,469.64,5,CUST200005,2024-06-23,2024,2,6,June,23,Sunday
28-06-2024,OTOH,PRD10056,6,2454.28,478.91,2,CUST200045,2024-06-28,2024,2,6,June,28,Friday
03-07-2024,0T0P,PRD10008,46,18058.28,2142.65,2,CUST200028,2024-07-03,2024,3,7,July,3,Wednesday
08-07-2024,SV87,PRD10017,10,570.39,100.77,0,CUST200003,2024-07-08,2024,3,7,July,8,Monday
09-07-2024,M5K8,PRD10044,23,8490.27,1467.48,1,CUST200034,2024-07-09,2024,3,7,July,9,Tuesday
10-07-2024,GHC0,PRD10029,25,7337.47,637.33,4,CUST200049,2024-07-10,2024,3,7,July,10,Wednesday
13-07-2024,PKH1,PRD10025,3,514.46,49.65,3,CUST200029,2024-07-13,2024,3,7,July,13,Saturday
14-07-2024,GHC0,PRD10082,6,2776.01,491.55,0,CUST200039,2024-07-14,2024,3,7,July,14,Sunday
14-07-2024,SEMC,PRD10030,36,6277.51,580.41,3,CUST200044,2024-07-14,2024,3,7,July,14,Sunday
20-07-2024,P7Y6,PRD10045,4,177.04,21.99,5,CUST200019,2024-07-20,2024,3,7,July,20,Saturday
21-07-2024,XDP5,PRD10099,4,349.06,69.47,1,CUST200031,2024-07-21,2024,3,7,July,21,Sunday
24-07-2024,VUZZ,PRD10040,7,2959.63,436.53,1,CUST200015,2024-07-24,2024,3,7,July,24,Wednesday
24-07-2024,H75L,PRD10025,9,1202.7,149.26,2,CUST200048,2024-07-24,2024,3,7,July,24,Wednesday
25-07-2024,8CGV,PRD10066,19,8094.92,709.04,5,CUST200005,2024-07-25,2024,3,7,July,25,Thursday
30-07-2024,J7YH,PRD10018,17,1949.74,273.67,5,CUST200035,2024-07-30,2024,3,7,July,30,Tuesday
31-07-2024,A1WJ,PRD10078,19,7241.81,1213.51,1,CUST200007,2024-07-31,2024,3,7,July,31,Wednesday
31-07-2024,P5TB,PRD10015,4,537.8,78.43,4,CUST200019,2024-07-31,2024,3,7,July,31,Wednesday
01-08-2024,EIMV,PRD10006,43,19543.0,1638.7,1,CUST200046,2024-08-01,2024,3,8,August,1,Thursday
02-08-2024,4ZKL,PRD10053,12,4066.78,255.56,2,CUST200022,2024-08-02,2024,3,8,August,2,Friday
02-08-2024,IUC0,PRD10008,7,2135.65,249.8,5,CUST200029,2024-08-02,2024,3,8,August,2,Friday
02-08-2024,SV87,PRD10038,46,4107.29,490.63,0,CUST200037,2024-08-02,2024,3,8,August,2,Friday
06-08-2024,H75L,PRD10003,48,5246.55,669.78,4,CUST200042,2024-08-06,2024,3,8,August,6,Tuesday
09-08-2024,M5IG,PRD10041,8,189.68,30.74,1,CUST200026,2024-08-09,2024,3,8,August,9,Friday
09-08-2024,JI0Y,PRD10095,14,4166.25,236.62,2,CUST200020,2024-08-09,2024,3,8,August,9,Friday
14-08-2024,AM14,PRD10046,49,10464.54,594.24,0,CUST200021,2024-08-14,2024,3,8,August,14,Wednesday
15-08-2024,MYZY,PRD10093,28,1620.78,227.51,1,CUST200033,2024-08-15,2024,3,8,August,15,Thursday
15-08-2024,GHC0,PRD10038,38,13945.38,721.19,5,CUST200009,2024-08-15,2024,3,8,August,15,Thursday
17-08-2024,PS3Y,PRD10089,18,1546.04,220.08,4,CUST200045,2024-08-17,2024,3,8,August,17,Saturday
18-08-2024,IUC0,PRD10096,33,2462.87,281.97,2,CUST200023,2024-08-18,2024,3,8,August,18,Sunday
19-08-2024,M5IG,PRD10015,37,12756.81,1364.39,3,CUST200042,2024-08-19,2024,3,8,August,19,Monday
24-08-2024,MYZY,PRD10097,11,1660.34,308.48,1,CUST200012,2024-08-24,2024,3,8,August,24,Saturday
25-08-2024,KJLT,PRD10062,13,1025.26,182.42,3,CUST200044,2024-08-25,2024,3,8,August,25,Sunday
30-08-2024,CXUL,PRD10078,15,1877.73,131.51,1,CUST200012,2024-08-30,2024,3,8,August,30,Friday
31-08-2024,SV87,PRD10038,50,7936.1,643.55,5,CUST200040,2024-08-31,2024,3,8,August,31,Saturday
02-09-2024,ID25,PRD10031,44,9456.67,1116.19,5,CUST200011,2024-09-02,2024,3,9,September,2,Monday
02-09-2024,FFYV,PRD10084,34,4287.42,407.63,0,CUST200033,2024-09-02,2024,3,9,September,2,Monday
05-09-2024,0L72,PRD10002,6,2842.27,357.6,1,CUST200018,2024-09-05,2024,3,9,September,5,Thursday
06-09-2024,A11D,PRD10089,43,8950.01,1246.34,0,CUST200049,2024-09-06,2024,3,9,September,6,Friday
06-09-2024,PS3Y,PRD10048,42,16799.91,2889.21,5,CUST200000,2024-09-06,2024,3,9,September,6,Friday
08-09-2024,7EEQ,PRD10032,24,11465.39,1754.47,3,CUST200009,2024-09-08,2024,3,9,September,8,Sunday
08-09-2024,4ZKL,PRD10054,37,7922.55,1156.86,2,CUST200029,2024-09-08,2024,3,9,September,8,Sunday
08-09-2024,T2TA,PRD10097,11,2850.84,362.65,3,CUST200017,2024-09-08,2024,3,9,September,8,Sunday
09-09-2024,FFYV,PRD10056,5,1225.41,177.33,2,CUST200038,2024-09-09,2024,3,9,September,9,Monday
17-09-2024,0RJI,PRD10014,27,8104.78,1373.87,5,CUST200030,2024-09-17,2024,3,9,September,17,Tuesday
18-09-2024,M5K8,PRD10021,5,1325.16,88.92,4,CUST200033,2024-09-18,2024,3,9,September,18,Wednesday
19-09-2024,CX19,PRD10042,7,2014.76,217.56,2,CUST200047,2024-09-19,2024,3,9,September,19,Thursday
20-09-2024,M5IG,PRD10072,44,16873.81,1287.88,5,CUST200006,2024-09-20,2024,3,9,September,20,Friday
22-09-2024,ZYTJ,PRD10047,20,7327.32,1220.18,4,CUST200020,2024-09-22,2024,3,9,September,22,Sunday
23-09-2024,BVM2,PRD10045,44,17184.42,2717.52,5,CUST200038,2024-09-23,2024,3,9,September,23,Monday
24-09-2024,M5K8,PRD10018,19,763.65,147.61,0,CUST200043,2024-09-24,2024,3,9,September,24,Tuesday
25-09-2024,A1WJ,PRD10083,17,6438.28,528.57,4,CUST200044,2024-09-25,2024,3,9,September,25,Wednesday
27-09-2024,JI0Y,PRD10023,10,2918.34,321.36,1,CUST200018,2024-09-27,2024,3,9,September,27,Friday
29-09-2024,CX19,PRD10050,48,1934.64,102.17,0,CUST200028,2024-09-29,2024,3,9,September,29,Sunday
02-10-2024,KJLT,PRD10030,4,1362.15,163.2,1,CUST200010,2024-10-02,2024,4,10,October,2,Wednesday
03-10-2024,VUZZ,PRD10046,20,2130.52,174.98,3,CUST200002,2024-10-03,2024,4,10,October,3,Thursday
05-10-2024,XDP5,PRD10018,13,4019.37,442.97,0,CUST200025,2024-10-05,2024,4,10,October,5,Saturday
06-10-2024,H75L,PRD10097,18,5320.22,910.2,4,CUST200015,2024-10-06,2024,4,10,October,6,Sunday
07-10-2024,HOCN,PRD10052,3,870.04,72.38,1,CUST200047,2024-10-07,2024,4,10,October,7,Monday
10-10-2024,MYZY,PRD10087,43,18910.79,1322.78,2,CUST200024,2024-10-10,2024,4,10,October,10,Thursday
17-10-2024,ID25,PRD10005,41,8433.82,893.95,5,CUST200024,2024-10-17,2024,4,10,October,17,Thursday
19-10-2024,WM31,PRD10094,20,6099.76,769.16,4,CUST200028,2024-10-19,2024,4,10,October,19,Saturday
20-10-2024,2VLP,PRD10007,1,118.12,22.66,1,CUST200025,2024-10-20,2024,4,10,October,20,Sunday
23-10-2024,FKHM,PRD10087,7,1787.3,333.25,0,CUST200003,2024-10-23,2024,4,10,October,23,Wednesday
23-10-2024,58KX,PRD10010,26,11384.14,1842.76,1,CUST200032,2024-10-23,2024,4,10,October,23,Wednesday
25-10-2024,FKHM,PRD10065,21,1294.32,194.65,1,CUST200007,2024-10-25,2024,4,10,October,25,Friday
25-10-2024,0RJI,PRD10064,46,17918.09,2751.21,5,CUST200011,2024-10-25,2024,4,10,October,25,Friday
27-10-2024,M5K8,PRD10043,44,13507.35,2274.42,5,CUST200046,2024-10-27,2024,4,10,October,27,Sunday
28-10-2024,M5K8,PRD10052,37,2049.81,401.47,5,CUST200001,2024-10-28,2024,4,10,October,28,Monday
29-10-2024,GHC0,PRD10058,26,5711.55,367.04,3,CUST200008,2024-10-29,2024,4,10,October,29,Tuesday
31-10-2024,93TY,PRD10019,20,4014.02,654.94,3,CUST200036,2024-10-31,2024,4,10,October,31,Thursday
01-11-2024,ZYTJ,PRD10025,39,3370.82,294.95,5,CUST200010,2024-11-01,2024,4,11,November,1,Friday
10-11-2024,MYZY,PRD10028,29,12894.05,2444.34,3,CUST200013,2024-11-10,2024,4,11,November,10,Sunday
12-11-2024,EXQ7,PRD10043,12,3098.13,386.12,4,CUST200032,2024-11-12,2024,4,11,November,12,Tuesday
15-11-2024,2VLP,PRD10091,28,2799.71,326.41,3,CUST200035,2024-11-15,2024,4,11,November,15,Friday
16-11-2024,0RJI,PRD10072,42,13647.61,1960.86,5,CUST200037,2024-11-16,2024,4,11,November,16,Saturday
17-11-2024,XDP5,PRD10070,18,7490.69,1074.81,4,CUST200023,2024-11-17,2024,4,11,November,17,Sunday
19-11-2024,I3QK,PRD10077,28,1892.96,293.91,5,CUST200006,2024-11-19,2024,4,11,November,19,Tuesday
19-11-2024,NY20,PRD10077,24,5270.54,697.74,3,CUST200013,2024-11-19,2024,4,11,November,19,Tuesday
21-11-2024,CX19,PRD10014,32,9805.91,514.47,4,CUST200020,2024-11-21,2024,4,11,November,21,Thursday
25-11-2024,J7YH,PRD10092,31,11953.04,1171.82,1,CUST200046,2024-11-25,2024,4,11,November,25,Monday
27-11-2024,A1WJ,PRD10078,1,454.81,24.04,1,CUST200017,2024-11-27,2024,4,11,November,27,Wednesday
01-12-2024,58KX,PRD10048,21,10063.39,1197.04,4,CUST200037,2024-12-01,2024,4,12,December,1,Sunday
01-12-2024,A11D,PRD10025,49,23651.26,2321.97,5,CUST200049,2024-12-01,2024,4,12,December,1,Sunday
02-12-2024,IUC0,PRD10042,20,9587.39,501.42,1,CUST200042,2024-12-02,2024,4,12,December,2,Monday
03-12-2024,CXUL,PRD10070,7,2530.31,322.33,0,CUST200011,2024-12-03,2024,4,12,December,3,Tuesday
07-12-2024,HOCN,PRD10061,23,6647.78,1264.23,5,CUST200041,2024-12-07,2024,4,12,December,7,Saturday
09-12-2024,0T0P,PRD10064,30,4528.85,775.89,2,CUST200004,2024-12-09,2024,4,12,December,9,Monday
10-12-2024,5JSG,PRD10095,19,8375.9,430.44,4,CUST200002,2024-12-10,2024,4,12,December,10,Tuesday
16-12-2024,M5K8,PRD10069,48,21320.04,1186.72,2,CUST200004,2024-12-16,2024,4,12,December,16,Monday
18-12-2024,A1WJ,PRD10007,30,2500.0,280.78,4,CUST200018,2024-12-18,2024,4,12,December,18,Wednesday
23-12-2024,P5TB,PRD10058,42,20274.77,1198.72,3,CUST200002,2024-12-23,2024,4,12,December,23,Monday
23-12-2024,A1WJ,PRD10014,44,5218.08,717.34,0,CUST200017,2024-12-23,2024,4,12,December,23,Monday
25-12-2024,58KX,PRD10078,11,2141.38,401.92,3,CUST200045,2024-12-25,2024,4,12,December,25,Wednesday
26-12-2024,A1WJ,PRD10067,46,8908.21,1671.06,0,CUST200015,2024-12-26,2024,4,12,December,26,Thursday
29-12-2024,0L72,PRD10090,37,6064.28,1045.25,2,CUST200029,2024-12-29,2024,4,12,December,29,Sunday
29-12-2024,EXQ7,PRD10029,16,3857.6,282.64,1,CUST200027,2024-12-29,2024,4,12,December,29,Sunday
30-12-2024,EIMV,PRD10039,31,14071.14,1113.06,5,CUST200008,2024-12-30,2024,4,12,December,30,Monday
30-12-2024,A11D,PRD10045,20,2910.99,369.47,3,CUST200045,2024-12-30,2024,4,12,December,30,Monday
31-12-2024,AM14,PRD10024,4,595.45,89.94,4,CUST200040,2024-12-31,2024,4,12,December,31,Tuesday
01-01-2025,7EEQ,PRD10027,49,6800.39,1109.9,0,CUST200014,2025-01-01,2025,1,1,January,1,Wednesday
04-01-2025,ID25,PRD10032,3,1144.74,90.05,2,CUST200030,2025-01-04,2025,1,1,January,4,Saturday
05-01-2025,M5IG,PRD10041,7,409.03,61.0,2,CUST200034,2025-01-05,2025,1,1,January,5,Sunday
08-01-2025,GDPP,PRD10016,41,6779.59,881.49,4,CUST200006,2025-01-08,2025,1,1,January,8,Wednesday
09-01-2025,4ZKL,PRD10047,30,12172.73,1615.89,4,CUST200049,2025-01-09,2025,1,1,January,9,Thursday
11-01-2025,P7Y6,PRD10094,12,3845.72,438.72,3,CUST200034,2025-01-11,2025,1,1,January,11,Saturday
13-01-2025,93TY,PRD10053,36,9878.26,1069.45,2,CUST200038,2025-01-13,2025,1,1,January,13,Monday
17-01-2025,PS3Y,PRD10024,24,6853.13,418.24,4,CUST200022,2025-01-17,2025,1,1,January,17,Friday
18-01-2025,A1WJ,PRD10059,50,7762.52,832.77,4,CUST200009,2025-01-18,2025,1,1,January,18,Saturday
20-01-2025,EIMV,PRD10091,10,1598.11,80.28,2,CUST200021,2025-01-20,2025,1,1,January,20,Monday
20-01-2025,HOCN,PRD10073,39,15241.92,2633.15,1,CUST200032,2025-01-20,2025,1,1,January,20,Monday
21-01-2025,SV87,PRD10092,4,1200.36,90.72,5,CUST200032,2025-01-21,2025,1,1,January,21,Tuesday
23-01-2025,NY20,PRD10096,22,1848.81,190.14,2,CUST200026,2025-01-23,2025,1,1,January,23,Thursday
25-01-2025,PS3Y,PRD10091,21,4259.52,594.67,2,CUST200005,2025-01-25,2025,1,1,January,25,Saturday
28-01-2025,30T9,PRD10045,33,1835.18,218.87,0,CUST200039,2025-01-28,2025,1,1,January,28,Tuesday
31-01-2025,MYZY,PRD10006,10,955.57,136.34,5,CUST200021,2025-01-31,2025,1,1,January,31,Friday
03-02-2025,J7YH,PRD10042,19,4523.66,661.34,4,CUST200003,2025-02-03,2025,1,2,February,3,Monday
04-02-2025,GHC0,PRD10072,3,1248.34,67.73,0,CUST200008,2025-02-04,2025,1,2,February,4,Tuesday
09-02-2025,2VLP,PRD10064,25,6052.54,805.88,5,CUST200041,2025-02-09,2025,1,2,February,9,Sunday
10-02-2025,93TY,PRD10031,11,4515.16,858.16,5,CUST200016,2025-02-10,2025,1,2,February,10,Monday
11-02-2025,0T0P,PRD10076,25,2351.03,181.33,5,CUST200005,2025-02-11,2025,1,2,February,11,Tuesday
11-02-2025,W1Q5,PRD10003,32,14294.99,1884.6,5,CUST200010,2025-02-11,2025,1,2,February,11,Tuesday
12-02-2025,M5K8,PRD10048,10,4143.97,357.75,4,CUST200033,2025-02-12,2025,1,2,February,12,Wednesday
13-02-2025,WM31,PRD10086,42,12063.87,1705.22,5,CUST200016,2025-02-13,2025,1,2,February,13,Thursday
14-02-2025,ZYTJ,PRD10092,29,1188.2,124.34,5,CUST200006,2025-02-14,2025,1,2,February,14,Friday
19-02-2025,VUZZ,PRD10011,48,13182.32,1402.98,3,CUST200019,2025-02-19,2025,1,2,February,19,Wednesday
22-02-2025,P7Y6,PRD10023,50,24190.35,2779.3,0,CUST200003,2025-02-22,2025,1,2,February,22,Saturday
23-02-2025,ZYTJ,PRD10075,38,3572.5,531.62,5,CUST200007,2025-02-23,2025,1,2,February,23,Sunday
23-02-2025,M5K8,PRD10073,17,5653.22,933.03,3,CUST200009,2025-02-23,2025,1,2,February,23,Sunday
24-02-2025,5JSG,PRD10099,44,10692.84,1649.99,5,CUST200027,2025-02-24,2025,1,2,February,24,Monday
25-02-2025,93TY,PRD10047,25,5882.45,1103.36,3,CUST200023,2025-02-25,2025,1,2,February,25,Tuesday
28-02-2025,M5K8,PRD10070,47,20465.51,2343.52,1,CUST200007,2025-02-28,2025,1,2,February,28,Friday
03-03-2025,2VLP,PRD10019,22,1300.66,194.5,2,CUST200048,2025-03-03,2025,1,3,March,3,Monday
08-03-2025,8CGV,PRD10090,5,1419.99,132.85,2,CUST200046,2025-03-08,2025,1,3,March,8,Saturday
11-03-2025,ID25,PRD10036,35,837.38,55.37,1,CUST200020,2025-03-11,2025,1,3,March,11,Tuesday
14-03-2025,0RJI,PRD10075,32,8733.71,840.73,1,CUST200024,2025-03-14,2025,1,3,March,14,Friday
19-03-2025,W1Q5,PRD10003,39,9664.33,1885.13,4,CUST200031,2025-03-19,2025,1,3,March,19,Wednesday
20-03-2025,CXUL,PRD10011,28,11909.87,1030.17,4,CUST200031,2025-03-20,2025,1,3,March,20,Thursday
20-03-2025,IUC0,PRD10052,33,12935.56,2432.9,5,CUST200035,2025-03-20,2025,1,3,March,20,Thursday
21-03-2025,4CIY,PRD10078,31,3480.89,302.76,4,CUST200039,2025-03-21,2025,1,3,March,21,Friday
22-03-2025,GDPP,PRD10003,12,1814.04,298.16,2,CUST200017,2025-03-22,2025,1,3,March,22,Saturday
25-03-2025,H75L,PRD10024,2,463.4,52.28,3,CUST200034,2025-03-25,2025,1,3,March,25,Tuesday
25-03-2025,CX19,PRD10069,4,1874.4,113.13,3,CUST200021,2025-03-25,2025,1,3,March,25,Tuesday
26-03-2025,NY20,PRD10087,34,2205.15,332.03,4,CUST200001,2025-03-26,2025,1,3,March,26,Wednesday
27-03-2025,30T9,PRD10031,48,1979.21,229.28,4,CUST200030,2025-03-27,2025,1,3,March,27,Thursday
22-04-2025,P7Y6,PRD10023,50,24190.35,2779.3,0,CUST200003,2025-04-22,2025,2,4,April,22,Tuesday
23-04-2025,ZYTJ,PRD10075,38,3572.5,531.62,5,CUST200007,2025-04-23,2025,2,4,April,23,Wednesday
23-04-2025,M5K8,PRD10073,17,5653.22,933.03,3,CUST200009,2025-04-23,2025,2,4,April,23,Wednesday
24-04-2025,5JSG,PRD10099,44,10692.84,1649.99,5,CUST200027,2025-04-24,2025,2,4,April,24,Thursday
25-04-2025,93TY,PRD10047,25,5882.45,1103.36,3,CUST200023,2025-04-25,2025,2,4,April,25,Friday
28-04-2025,M5K8,PRD10070,47,20465.51,2343.52,1,CUST200007,2025-04-28,2025,2,4,April,28,Monday
03-05-2025,2VLP,PRD10019,22,1300.66,194.5,2,CUST200048,2025-05-03,2025,2,5,May,3,Saturday
08-05-2025,8CGV,PRD10090,5,1419.99,132.85,2,CUST200046,2025-05-08,2025,2,5,May,8,Thursday
11-05-2025,ID25,PRD10036,35,837.38,55.37,1,CUST200020,2025-05-11,2025,2,5,May,11,Sunday
14-05-2025,0RJI,PRD10075,32,8733.71,840.73,1,CUST200024,2025-05-14,2025,2,5,May,14,Wednesday
03-05-2025,W1Q5,PRD10003,39,9664.33,1885.13,4,CUST200031,2025-05-03,2025,2,5,May,3,Saturday
08-05-2025,CXUL,PRD10011,28,11909.87,1030.17,4,CUST200031,2025-05-08,2025,2,5,May,8,Thursday
11-05-2025,IUC0,PRD10052,33,12935.56,2432.9,5,CUST200035,2025-05-11,2025,2,5,May,11,Sunday
14-05-2025,4CIY,PRD10078,31,3480.89,302.76,4,CUST200039,2025-05-14,2025,2,5,May,14,Wednesday
03-05-2025,GDPP,PRD10003,12,1814.04,298.16,2,CUST200017,2025-05-03,2025,2,5,May,3,Saturday
08-05-2025,H75L,PRD10024,2,463.4,52.28,3,CUST200034,2025-05-08,2025,2,5,May,8,Thursday
11-05-2025,CX19,PRD10069,4,1874.4,113.13,3,CUST200021,2025-05-11,2025,2,5,May,11,Sunday
14-05-2025,NY20,PRD10087,34,2205.15,332.03,4,CUST200001,2025-05-14,2025,2,5,May,14,Wednesday
14-05-2025,30T9,PRD10031,48,1979.21,229.28,4,CUST200030,2025-05-14,2025,2,5,May,14,Wednesday
